user_id,variant,device,exposure_date,sessions_14d
402939,treatment,ios,2025-08-07,12
402940,control,ios,2025-08-07,6
402941,control,android,2025-08-07,20
402942,control,android,2025-08-07,12
402943,treatment,ios,2025-08-07,21
402944,treatment,android,2025-08-07,5
402945,control,ios,2025-08-07,9
402946,treatment,ios,2025-08-07,16
402947,control,android,2025-08-07,19
402948,treatment,android,2025-08-07,7
402949,treatment,ios,2025-08-07,6
402950,control,ios,2025-08-07,26
402951,treatment,android,2025-08-07,3
402952,control,android,2025-08-07,0
402953,control,android,2025-08-07,15
402954,treatment,ios,2025-08-07,1
402955,treatment,android,2025-08-07,3
402956,treatment,android,2025-08-07,5
402957,control,android,2025-08-07,8
402958,control,android,2025-08-07,10
402959,treatment,ios,2025-08-07,15
402960,treatment,android,2025-08-07,23
402961,treatment,ios,2025-08-07,14
402962,control,android,2025-08-07,14
402963,control,android,2025-08-07,3
402964,control,android,2025-08-07,8
402965,treatment,ios,2025-08-07,8
402966,control,ios,2025-08-07,4
402967,control,android,2025-08-07,9
402968,control,ios,2025-08-07,18
402969,control,android,2025-08-07,0
402970,control,ios,2025-08-07,11
402971,treatment,android,2025-08-07,4
402972,treatment,ios,2025-08-07,5
402973,control,android,2025-08-07,36
402974,treatment,ios,2025-08-07,10
402975,control,ios,2025-08-07,1
402976,control,android,2025-08-07,5
402977,treatment,android,2025-08-07,10
402978,treatment,android,2025-08-07,5
402979,control,android,2025-08-07,7
402980,treatment,ios,2025-08-07,4
402981,control,ios,2025-08-07,10
402982,control,ios,2025-08-07,11
402983,treatment,ios,2025-08-07,5
402984,treatment,ios,2025-08-07,6
402985,treatment,android,2025-08-07,15
402986,control,ios,2025-08-07,6
402987,control,android,2025-08-07,6
402988,treatment,android,2025-08-07,10
402989,treatment,ios,2025-08-07,10
402990,control,ios,2025-08-07,12
402991,control,ios,2025-08-07,15
402992,control,ios,2025-08-07,5
402993,treatment,android,2025-08-07,17
402994,treatment,android,2025-08-07,4
402995,control,ios,2025-08-07,1
402996,treatment,ios,2025-08-07,21
402997,treatment,android,2025-08-07,20
402998,treatment,ios,2025-08-07,7
402999,treatment,android,2025-08-07,5
403000,treatment,ios,2025-08-07,8
403001,treatment,android,2025-08-07,17
403002,control,ios,2025-08-07,2
403003,control,ios,2025-08-07,12
403004,control,ios,2025-08-07,5
403005,treatment,android,2025-08-07,7
403006,control,ios,2025-08-07,9
403007,control,ios,2025-08-07,26
403008,treatment,android,2025-08-07,7
403009,treatment,ios,2025-08-07,11
403010,control,android,2025-08-07,6
403011,control,ios,2025-08-07,19
403012,control,ios,2025-08-07,15
403013,control,android,2025-08-07,10
403014,control,android,2025-08-07,19
403015,control,ios,2025-08-07,5
403016,treatment,android,2025-08-07,1
403017,control,android,2025-08-07,21
403018,control,android,2025-08-07,13
403019,control,ios,2025-08-07,0
403020,treatment,android,2025-08-07,13
403021,treatment,ios,2025-08-07,7
403022,treatment,android,2025-08-07,12
403023,control,android,2025-08-07,16
403024,control,ios,2025-08-07,9
403025,treatment,android,2025-08-07,1
403026,control,ios,2025-08-07,4
403027,control,ios,2025-08-07,7
403028,control,android,2025-08-07,7
403029,control,ios,2025-08-07,6
403030,treatment,ios,2025-08-07,3
403031,control,android,2025-08-07,8
403032,control,android,2025-08-07,8
403033,treatment,android,2025-08-07,7
403034,treatment,ios,2025-08-07,10
403035,control,android,2025-08-07,8
403036,treatment,ios,2025-08-07,6
403037,control,android,2025-08-07,11
403038,treatment,android,2025-08-07,14
403039,treatment,ios,2025-08-07,4
403040,control,android,2025-08-07,5
403041,treatment,ios,2025-08-07,11
403042,treatment,ios,2025-08-07,2
403043,control,android,2025-08-07,3
403044,control,ios,2025-08-07,22
403045,control,ios,2025-08-07,4
403046,control,android,2025-08-07,11
403047,treatment,ios,2025-08-07,1
403048,treatment,ios,2025-08-07,9
403049,treatment,ios,2025-08-07,1
403050,control,ios,2025-08-07,11
403051,control,android,2025-08-07,16
403052,treatment,android,2025-08-07,5
403053,control,ios,2025-08-07,8
403054,control,android,2025-08-07,6
403055,treatment,ios,2025-08-07,24
403056,treatment,android,2025-08-07,4
403057,treatment,ios,2025-08-07,13
403058,control,android,2025-08-07,5
403059,control,ios,2025-08-07,5
403060,treatment,android,2025-08-07,12
403061,control,android,2025-08-07,18
403062,treatment,ios,2025-08-07,9
403063,control,ios,2025-08-07,2
403064,treatment,ios,2025-08-07,1
403065,control,ios,2025-08-07,12
403066,treatment,android,2025-08-07,9
403067,treatment,android,2025-08-07,6
403068,control,android,2025-08-07,0
403069,treatment,ios,2025-08-07,21
403070,control,android,2025-08-07,3
403071,treatment,ios,2025-08-07,6
403072,control,android,2025-08-07,10
403073,control,android,2025-08-07,19
403074,control,android,2025-08-07,11
403075,control,ios,2025-08-07,15
403076,control,android,2025-08-07,8
403077,control,android,2025-08-07,3
403078,treatment,ios,2025-08-07,22
403079,treatment,ios,2025-08-07,6
403080,treatment,android,2025-08-07,12
403081,control,android,2025-08-07,18
403082,control,android,2025-08-07,8
403083,treatment,ios,2025-08-07,0
403084,control,android,2025-08-07,7
403085,control,ios,2025-08-07,3
403086,control,android,2025-08-07,14
403087,control,ios,2025-08-07,6
403088,treatment,android,2025-08-07,10
403089,control,android,2025-08-07,0
403090,treatment,ios,2025-08-07,15
403091,control,ios,2025-08-07,14
403092,control,android,2025-08-07,2
403093,control,android,2025-08-07,21
403094,control,android,2025-08-07,3
403095,control,android,2025-08-07,5
403096,control,android,2025-08-07,7
403097,control,android,2025-08-07,6
403098,treatment,android,2025-08-07,14
403099,treatment,android,2025-08-07,16
403100,treatment,android,2025-08-07,7
403101,control,android,2025-08-07,2
403102,treatment,ios,2025-08-07,21
403103,treatment,android,2025-08-07,6
403104,control,ios,2025-08-07,26
403105,control,ios,2025-08-07,3
403106,treatment,android,2025-08-07,5
403107,treatment,ios,2025-08-07,18
403108,treatment,ios,2025-08-07,10
403109,treatment,android,2025-08-07,11
403110,treatment,android,2025-08-07,1
403111,treatment,ios,2025-08-07,11
403112,treatment,ios,2025-08-07,15
403113,control,ios,2025-08-07,12
403114,control,ios,2025-08-07,2
403115,control,ios,2025-08-07,21
403116,treatment,ios,2025-08-07,10
403117,control,android,2025-08-07,12
403118,control,android,2025-08-07,3
403119,control,ios,2025-08-07,9
403120,control,android,2025-08-07,18
403121,treatment,ios,2025-08-07,0
403122,treatment,android,2025-08-07,3
403123,control,ios,2025-08-07,2
403124,treatment,ios,2025-08-07,21
403125,treatment,ios,2025-08-07,6
403126,control,ios,2025-08-07,5
403127,control,android,2025-08-07,13
403128,control,android,2025-08-07,2
403129,treatment,android,2025-08-07,7
403130,control,ios,2025-08-07,2
403131,control,ios,2025-08-07,3
403132,control,ios,2025-08-07,13
403133,treatment,ios,2025-08-07,14
403134,control,android,2025-08-07,3
403135,control,android,2025-08-07,7
403136,treatment,ios,2025-08-07,6
403137,control,android,2025-08-07,13
403138,control,android,2025-08-07,12
403139,control,android,2025-08-07,8
403140,treatment,android,2025-08-07,14
403141,control,android,2025-08-07,9
403142,treatment,android,2025-08-07,8
403143,control,android,2025-08-07,18
403144,treatment,android,2025-08-07,8
403145,control,android,2025-08-07,5
403146,control,android,2025-08-07,3
403147,treatment,android,2025-08-07,10
403148,control,android,2025-08-07,7
403149,control,android,2025-08-07,8
403150,treatment,android,2025-08-07,5
403151,treatment,ios,2025-08-07,4
403152,treatment,ios,2025-08-07,9
403153,treatment,android,2025-08-07,1
403154,control,android,2025-08-07,12
403155,control,ios,2025-08-07,10
403156,control,ios,2025-08-07,3
403157,treatment,ios,2025-08-07,9
403158,treatment,android,2025-08-07,3
403159,treatment,android,2025-08-07,20
403160,control,ios,2025-08-07,10
403161,treatment,android,2025-08-07,3
403162,control,android,2025-08-07,7
403163,control,ios,2025-08-07,1
403164,treatment,ios,2025-08-07,2
403165,treatment,ios,2025-08-07,8
403166,treatment,ios,2025-08-07,2
403167,treatment,ios,2025-08-07,4
403168,treatment,android,2025-08-07,2
403169,control,android,2025-08-07,6
403170,treatment,ios,2025-08-07,11
403171,control,ios,2025-08-07,15
403172,control,ios,2025-08-07,4
403173,control,android,2025-08-07,8
403174,control,android,2025-08-07,5
403175,control,android,2025-08-07,11
403176,treatment,ios,2025-08-07,1
403177,treatment,ios,2025-08-07,1
403178,treatment,android,2025-08-07,6
403179,control,ios,2025-08-07,15
403180,treatment,android,2025-08-07,8
403181,treatment,android,2025-08-07,8
403182,treatment,ios,2025-08-07,11
403183,control,ios,2025-08-07,11
403184,treatment,ios,2025-08-07,13
403185,treatment,android,2025-08-07,20
403186,control,android,2025-08-07,15
403187,treatment,ios,2025-08-07,9
403188,control,android,2025-08-07,3
403189,control,android,2025-08-07,17
403190,treatment,ios,2025-08-07,12
403191,control,ios,2025-08-07,4
403192,treatment,android,2025-08-07,7
403193,control,android,2025-08-07,8
403194,treatment,android,2025-08-07,5
403195,control,android,2025-08-07,15
403196,treatment,android,2025-08-07,22
403197,treatment,android,2025-08-07,3
403198,control,android,2025-08-07,3
403199,control,ios,2025-08-07,4
403200,treatment,android,2025-08-07,0
403201,control,android,2025-08-07,22
403202,control,ios,2025-08-07,4
403203,control,android,2025-08-07,6
403204,control,android,2025-08-07,16
403205,treatment,android,2025-08-07,1
403206,treatment,android,2025-08-07,15
403207,treatment,android,2025-08-07,13
403208,treatment,android,2025-08-07,7
403209,treatment,ios,2025-08-07,16
403210,treatment,ios,2025-08-07,14
403211,control,android,2025-08-07,15
403212,treatment,android,2025-08-07,3
403213,control,ios,2025-08-07,31
403214,treatment,ios,2025-08-07,5
403215,treatment,android,2025-08-07,9
403216,treatment,android,2025-08-07,8
403217,control,android,2025-08-07,4
403218,control,android,2025-08-07,2
403219,control,android,2025-08-07,4
403220,treatment,ios,2025-08-07,17
403221,control,android,2025-08-07,1
403222,control,android,2025-08-07,2
403223,treatment,android,2025-08-07,15
403224,treatment,android,2025-08-07,8
403225,treatment,ios,2025-08-07,3
403226,control,android,2025-08-07,5
403227,control,ios,2025-08-07,3
403228,treatment,android,2025-08-07,6
403229,control,ios,2025-08-07,7
403230,control,ios,2025-08-07,9
403231,control,android,2025-08-07,5
403232,treatment,android,2025-08-08,7
403233,control,android,2025-08-08,7
403234,treatment,android,2025-08-08,22
403235,control,android,2025-08-08,5
403236,treatment,android,2025-08-08,12
403237,treatment,ios,2025-08-08,9
403238,treatment,ios,2025-08-08,3
403239,control,ios,2025-08-08,12
403240,treatment,ios,2025-08-08,8
403241,treatment,android,2025-08-08,10
403242,control,ios,2025-08-08,8
403243,control,android,2025-08-08,7
403244,control,android,2025-08-08,10
403245,treatment,android,2025-08-08,17
403246,control,android,2025-08-08,3
403247,control,ios,2025-08-08,3
403248,treatment,ios,2025-08-08,6
403249,treatment,ios,2025-08-08,12
403250,treatment,ios,2025-08-08,3
403251,control,android,2025-08-08,6
403252,treatment,android,2025-08-08,6
403253,control,android,2025-08-08,10
403254,treatment,ios,2025-08-08,14
403255,control,ios,2025-08-08,10
403256,treatment,ios,2025-08-08,5
403257,treatment,ios,2025-08-08,8
403258,control,ios,2025-08-08,10
403259,treatment,ios,2025-08-08,7
403260,treatment,ios,2025-08-08,6
403261,treatment,ios,2025-08-08,3
403262,treatment,ios,2025-08-08,18
403263,treatment,ios,2025-08-08,6
403264,control,android,2025-08-08,15
403265,control,android,2025-08-08,17
403266,control,ios,2025-08-08,2
403267,control,android,2025-08-08,7
403268,control,ios,2025-08-08,6
403269,control,ios,2025-08-08,16
403270,treatment,android,2025-08-08,6
403271,control,ios,2025-08-08,5
403272,treatment,ios,2025-08-08,1
403273,control,android,2025-08-08,8
403274,treatment,android,2025-08-08,14
403275,control,ios,2025-08-08,7
403276,treatment,ios,2025-08-08,2
403277,control,android,2025-08-08,5
403278,treatment,android,2025-08-08,14
403279,control,ios,2025-08-08,24
403280,control,android,2025-08-08,11
403281,control,ios,2025-08-08,11
403282,control,ios,2025-08-08,9
403283,treatment,android,2025-08-08,18
403284,control,ios,2025-08-08,15
403285,treatment,ios,2025-08-08,22
403286,control,android,2025-08-08,10
403287,treatment,android,2025-08-08,9
403288,control,ios,2025-08-08,3
403289,treatment,ios,2025-08-08,8
403290,control,android,2025-08-08,23
403291,treatment,ios,2025-08-08,9
403292,control,android,2025-08-08,19
403293,treatment,ios,2025-08-08,13
403294,control,android,2025-08-08,15
403295,control,ios,2025-08-08,5
403296,control,ios,2025-08-08,1
403297,treatment,ios,2025-08-08,17
403298,treatment,ios,2025-08-08,16
403299,control,android,2025-08-08,15
403300,control,ios,2025-08-08,13
403301,control,android,2025-08-08,3
403302,treatment,ios,2025-08-08,13
403303,treatment,ios,2025-08-08,3
403304,treatment,android,2025-08-08,9
403305,control,android,2025-08-08,1
403306,treatment,android,2025-08-08,18
403307,control,ios,2025-08-08,3
403308,control,ios,2025-08-08,11
403309,control,android,2025-08-08,6
403310,control,ios,2025-08-08,3
403311,control,android,2025-08-08,0
403312,control,ios,2025-08-08,17
403313,control,ios,2025-08-08,4
403314,treatment,ios,2025-08-08,11
403315,control,android,2025-08-08,8
403316,treatment,android,2025-08-08,9
403317,treatment,ios,2025-08-08,38
403318,control,ios,2025-08-08,11
403319,control,ios,2025-08-08,7
403320,control,android,2025-08-08,6
403321,treatment,android,2025-08-08,8
403322,treatment,ios,2025-08-08,5
403323,control,ios,2025-08-08,4
403324,control,android,2025-08-08,8
403325,control,android,2025-08-08,4
403326,control,android,2025-08-08,4
403327,control,ios,2025-08-08,12
403328,control,android,2025-08-08,14
403329,control,android,2025-08-08,4
403330,treatment,ios,2025-08-08,17
403331,treatment,ios,2025-08-08,3
403332,control,android,2025-08-08,2
403333,treatment,ios,2025-08-08,9
403334,treatment,android,2025-08-08,11
403335,control,android,2025-08-08,17
403336,treatment,android,2025-08-08,6
403337,treatment,ios,2025-08-08,4
403338,treatment,ios,2025-08-08,8
403339,treatment,ios,2025-08-08,3
403340,treatment,ios,2025-08-08,8
403341,treatment,ios,2025-08-08,1
403342,control,ios,2025-08-08,3
403343,control,ios,2025-08-08,11
403344,control,ios,2025-08-08,7
403345,treatment,ios,2025-08-08,18
403346,treatment,ios,2025-08-08,4
403347,control,android,2025-08-08,9
403348,treatment,ios,2025-08-08,9
403349,control,ios,2025-08-08,19
403350,control,ios,2025-08-08,17
403351,control,ios,2025-08-08,8
403352,treatment,ios,2025-08-08,4
403353,control,ios,2025-08-08,3
403354,control,ios,2025-08-08,8
403355,control,ios,2025-08-08,8
403356,treatment,android,2025-08-08,6
403357,control,android,2025-08-08,7
403358,treatment,ios,2025-08-08,3
403359,control,ios,2025-08-08,9
403360,control,ios,2025-08-08,6
403361,control,ios,2025-08-08,20
403362,treatment,ios,2025-08-08,5
403363,control,ios,2025-08-08,5
403364,control,android,2025-08-08,12
403365,treatment,ios,2025-08-08,2
403366,control,ios,2025-08-08,15
403367,control,android,2025-08-08,7
403368,control,ios,2025-08-08,2
403369,control,ios,2025-08-08,6
403370,control,ios,2025-08-08,6
403371,control,android,2025-08-08,4
403372,treatment,android,2025-08-08,24
403373,control,android,2025-08-08,9
403374,control,ios,2025-08-08,2
403375,treatment,ios,2025-08-08,1
403376,control,ios,2025-08-08,4
403377,treatment,android,2025-08-08,4
403378,control,android,2025-08-08,8
403379,treatment,android,2025-08-08,5
403380,treatment,android,2025-08-08,4
403381,control,ios,2025-08-08,2
403382,control,ios,2025-08-08,8
403383,control,ios,2025-08-08,1
403384,control,android,2025-08-08,3
403385,treatment,android,2025-08-08,9
403386,treatment,ios,2025-08-08,19
403387,treatment,ios,2025-08-08,22
403388,treatment,ios,2025-08-08,15
403389,control,android,2025-08-08,12
403390,control,android,2025-08-08,5
403391,control,ios,2025-08-08,3
403392,control,ios,2025-08-08,13
403393,treatment,android,2025-08-08,5
403394,control,ios,2025-08-08,11
403395,control,android,2025-08-08,7
403396,control,ios,2025-08-08,1
403397,treatment,android,2025-08-08,11
403398,treatment,ios,2025-08-08,7
403399,treatment,android,2025-08-08,3
403400,treatment,ios,2025-08-08,15
403401,treatment,ios,2025-08-08,13
403402,control,ios,2025-08-08,2
403403,control,ios,2025-08-08,12
403404,treatment,android,2025-08-08,8
403405,treatment,android,2025-08-08,4
403406,treatment,ios,2025-08-08,9
403407,treatment,android,2025-08-08,4
403408,control,android,2025-08-08,17
403409,treatment,android,2025-08-08,4
403410,treatment,android,2025-08-08,11
403411,control,android,2025-08-08,11
403412,control,android,2025-08-08,20
403413,control,ios,2025-08-08,12
403414,control,android,2025-08-08,11
403415,treatment,ios,2025-08-08,16
403416,treatment,android,2025-08-08,3
403417,treatment,android,2025-08-08,9
403418,control,android,2025-08-08,13
403419,treatment,ios,2025-08-08,10
403420,treatment,android,2025-08-08,4
403421,control,ios,2025-08-08,14
403422,treatment,android,2025-08-08,9
403423,treatment,ios,2025-08-08,13
403424,treatment,ios,2025-08-08,31
403425,control,ios,2025-08-08,15
403426,control,ios,2025-08-08,6
403427,control,android,2025-08-08,8
403428,treatment,ios,2025-08-08,5
403429,control,android,2025-08-08,0
403430,treatment,ios,2025-08-08,4
403431,control,ios,2025-08-08,8
403432,treatment,android,2025-08-08,26
403433,control,ios,2025-08-08,5
403434,control,ios,2025-08-08,11
403435,control,ios,2025-08-08,7
403436,treatment,ios,2025-08-08,3
403437,control,ios,2025-08-08,17
403438,treatment,ios,2025-08-08,4
403439,treatment,ios,2025-08-08,7
403440,control,android,2025-08-08,9
403441,treatment,ios,2025-08-08,9
403442,control,ios,2025-08-08,8
403443,treatment,ios,2025-08-08,13
403444,control,android,2025-08-08,6
403445,control,android,2025-08-08,4
403446,control,ios,2025-08-08,6
403447,control,ios,2025-08-08,9
403448,control,ios,2025-08-08,11
403449,control,android,2025-08-08,13
403450,treatment,ios,2025-08-08,8
403451,control,ios,2025-08-08,8
403452,treatment,android,2025-08-08,11
403453,treatment,android,2025-08-08,4
403454,control,android,2025-08-08,11
403455,treatment,ios,2025-08-08,2
403456,treatment,ios,2025-08-08,5
403457,treatment,ios,2025-08-08,7
403458,treatment,android,2025-08-08,5
403459,treatment,ios,2025-08-08,7
403460,treatment,android,2025-08-08,9
403461,treatment,android,2025-08-08,19
403462,treatment,ios,2025-08-08,7
403463,control,android,2025-08-08,10
403464,control,android,2025-08-08,5
403465,treatment,ios,2025-08-08,7
403466,control,ios,2025-08-08,14
403467,treatment,android,2025-08-08,18
403468,treatment,android,2025-08-08,7
403469,treatment,android,2025-08-08,5
403470,control,ios,2025-08-08,10
403471,control,ios,2025-08-08,1
403472,treatment,ios,2025-08-08,13
403473,treatment,ios,2025-08-08,6
403474,control,ios,2025-08-08,8
403475,control,ios,2025-08-08,8
403476,treatment,android,2025-08-08,1
403477,control,android,2025-08-08,10
403478,treatment,ios,2025-08-08,14
403479,control,android,2025-08-08,1
403480,treatment,ios,2025-08-08,18
403481,control,android,2025-08-08,21
403482,control,android,2025-08-08,8
403483,treatment,android,2025-08-08,6
403484,treatment,ios,2025-08-08,8
403485,control,ios,2025-08-08,5
403486,control,ios,2025-08-08,6
403487,control,android,2025-08-08,2
403488,treatment,ios,2025-08-08,6
403489,treatment,android,2025-08-08,15
403490,control,android,2025-08-08,1
403491,treatment,android,2025-08-08,12
403492,control,ios,2025-08-08,9
403493,control,ios,2025-08-08,12
403494,control,ios,2025-08-08,9
403495,control,android,2025-08-08,0
403496,control,android,2025-08-08,19
403497,treatment,android,2025-08-08,7
403498,treatment,android,2025-08-08,13
403499,treatment,ios,2025-08-08,11
403500,treatment,ios,2025-08-08,13
403501,control,ios,2025-08-08,6
403502,treatment,android,2025-08-08,23
403503,control,ios,2025-08-08,4
403504,control,ios,2025-08-08,14
403505,treatment,ios,2025-08-08,11
403506,control,ios,2025-08-08,6
403507,control,ios,2025-08-08,2
403508,control,android,2025-08-08,14
403509,treatment,ios,2025-08-08,4
403510,treatment,android,2025-08-08,10
403511,treatment,android,2025-08-08,10
403512,control,ios,2025-08-08,10
403513,control,ios,2025-08-08,2
403514,control,android,2025-08-08,11
403515,treatment,android,2025-08-08,17
403516,control,android,2025-08-08,10
403517,treatment,ios,2025-08-08,5
403518,control,android,2025-08-08,4
403519,treatment,android,2025-08-08,30
403520,treatment,android,2025-08-08,3
403521,treatment,android,2025-08-08,3
403522,control,android,2025-08-08,5
403523,treatment,android,2025-08-08,11
403524,treatment,ios,2025-08-08,26
403525,control,android,2025-08-08,11
403526,control,android,2025-08-08,8
403527,treatment,ios,2025-08-08,14
403528,treatment,android,2025-08-08,5
403529,treatment,ios,2025-08-08,8
403530,control,android,2025-08-08,10
403531,treatment,ios,2025-08-08,20
403532,treatment,android,2025-08-08,20
403533,control,ios,2025-08-08,7
403534,control,android,2025-08-08,4
403535,treatment,ios,2025-08-08,11
403536,treatment,android,2025-08-08,12
403537,treatment,android,2025-08-08,5
403538,control,android,2025-08-08,19
403539,control,ios,2025-08-08,1
403540,control,ios,2025-08-08,4
403541,treatment,ios,2025-08-08,5
403542,control,android,2025-08-08,5
403543,control,android,2025-08-08,10
403544,treatment,android,2025-08-08,4
403545,treatment,ios,2025-08-08,9
403546,treatment,ios,2025-08-08,9
403547,treatment,ios,2025-08-08,6
403548,treatment,ios,2025-08-08,8
403549,control,ios,2025-08-08,1
403550,control,ios,2025-08-08,30
403551,control,android,2025-08-08,8
403552,control,android,2025-08-08,10
403553,control,ios,2025-08-08,13
403554,treatment,android,2025-08-08,13
403555,treatment,ios,2025-08-08,6
403556,control,android,2025-08-08,3
403557,treatment,ios,2025-08-08,12
403558,control,ios,2025-08-08,7
403559,control,ios,2025-08-08,14
403560,control,ios,2025-08-08,5
403561,control,android,2025-08-08,7
403562,control,android,2025-08-08,10
403563,treatment,android,2025-08-08,13
403564,control,ios,2025-08-08,6
403565,treatment,ios,2025-08-08,18
403566,control,ios,2025-08-08,8
403567,control,android,2025-08-08,9
403568,control,ios,2025-08-08,12
403569,treatment,ios,2025-08-08,0
403570,control,android,2025-08-08,5
403571,control,android,2025-08-08,5
403572,control,ios,2025-08-08,6
403573,treatment,ios,2025-08-08,14
403574,treatment,android,2025-08-08,6
403575,treatment,android,2025-08-08,0
403576,control,android,2025-08-08,9
403577,treatment,ios,2025-08-08,3
403578,treatment,ios,2025-08-08,11
403579,control,ios,2025-08-08,7
403580,control,android,2025-08-08,4
403581,control,ios,2025-08-08,16
403582,control,android,2025-08-08,3
403583,control,android,2025-08-08,8
403584,control,ios,2025-08-08,6
403585,treatment,ios,2025-08-08,8
403586,control,ios,2025-08-08,15
403587,treatment,ios,2025-08-08,1
403588,control,android,2025-08-08,14
403589,treatment,android,2025-08-08,12
403590,control,android,2025-08-08,9
403591,treatment,ios,2025-08-08,14
403592,treatment,android,2025-08-08,5
403593,treatment,ios,2025-08-08,31
403594,control,android,2025-08-08,1
403595,treatment,android,2025-08-08,6
403596,control,ios,2025-08-08,13
403597,treatment,android,2025-08-08,26
403598,treatment,android,2025-08-08,9
403599,control,ios,2025-08-08,6
403600,treatment,android,2025-08-08,11
403601,treatment,ios,2025-08-08,7
403602,control,ios,2025-08-08,6
403603,control,ios,2025-08-08,6
403604,treatment,ios,2025-08-08,8
403605,treatment,ios,2025-08-08,13
403606,control,ios,2025-08-08,3
403607,control,android,2025-08-08,13
403608,treatment,android,2025-08-08,8
403609,control,android,2025-08-08,0
403610,control,android,2025-08-08,5
403611,control,ios,2025-08-08,18
403612,control,android,2025-08-08,5
403613,control,android,2025-08-08,7
403614,control,android,2025-08-08,6
403615,control,android,2025-08-08,10
403616,treatment,android,2025-08-08,7
403617,treatment,ios,2025-08-08,8
403618,control,ios,2025-08-08,14
403619,control,android,2025-08-08,3
403620,control,ios,2025-08-08,2
403621,control,ios,2025-08-08,10
403622,treatment,android,2025-08-08,10
403623,control,ios,2025-08-08,7
403624,control,ios,2025-08-08,11
403625,control,ios,2025-08-08,20
403626,control,android,2025-08-08,9
403627,control,android,2025-08-08,7
403628,control,android,2025-08-08,10
403629,treatment,android,2025-08-08,10
403630,control,android,2025-08-08,7
403631,control,ios,2025-08-08,6
403632,treatment,android,2025-08-08,8
403633,treatment,ios,2025-08-08,20
403634,treatment,ios,2025-08-08,20
403635,treatment,android,2025-08-08,8
403636,control,android,2025-08-08,3
403637,treatment,android,2025-08-08,4
403638,treatment,android,2025-08-08,3
403639,control,android,2025-08-08,4
403640,control,android,2025-08-08,3
403641,treatment,android,2025-08-08,9
403642,control,android,2025-08-08,7
403643,control,android,2025-08-08,3
403644,treatment,ios,2025-08-08,21
403645,control,android,2025-08-08,7
403646,treatment,android,2025-08-08,6
403647,treatment,android,2025-08-08,11
403648,control,ios,2025-08-08,6
403649,control,ios,2025-08-08,11
403650,control,android,2025-08-08,16
403651,treatment,ios,2025-08-08,18
403652,control,android,2025-08-08,11
403653,treatment,android,2025-08-08,12
403654,treatment,ios,2025-08-08,9
403655,treatment,android,2025-08-08,18
403656,control,ios,2025-08-08,26
403657,treatment,android,2025-08-08,8
403658,control,ios,2025-08-08,16
403659,control,android,2025-08-08,7
403660,treatment,android,2025-08-08,6
403661,control,ios,2025-08-08,6
403662,control,ios,2025-08-08,8
403663,treatment,ios,2025-08-08,7
403664,control,android,2025-08-08,0
403665,treatment,ios,2025-08-08,7
403666,treatment,ios,2025-08-08,8
403667,treatment,android,2025-08-08,17
403668,control,ios,2025-08-08,3
403669,control,android,2025-08-08,8
403670,control,android,2025-08-08,7
403671,treatment,android,2025-08-08,6
403672,control,ios,2025-08-08,6
403673,treatment,android,2025-08-08,14
403674,control,ios,2025-08-08,8
403675,treatment,ios,2025-08-08,13
403676,treatment,ios,2025-08-08,5
403677,treatment,android,2025-08-08,17
403678,treatment,android,2025-08-08,6
403679,control,ios,2025-08-08,2
403680,treatment,ios,2025-08-08,4
403681,control,android,2025-08-08,39
403682,treatment,android,2025-08-08,10
403683,control,android,2025-08-08,8
403684,treatment,ios,2025-08-08,3
403685,control,ios,2025-08-08,6
403686,treatment,android,2025-08-08,12
403687,control,android,2025-08-08,2
403688,treatment,android,2025-08-08,3
403689,control,ios,2025-08-08,6
403690,control,android,2025-08-08,26
403691,treatment,android,2025-08-08,2
403692,treatment,android,2025-08-08,13
403693,treatment,ios,2025-08-09,4
403694,treatment,ios,2025-08-09,12
403695,control,ios,2025-08-09,3
403696,control,android,2025-08-09,3
403697,treatment,ios,2025-08-09,15
403698,control,ios,2025-08-09,5
403699,control,android,2025-08-09,8
403700,control,android,2025-08-09,6
403701,control,android,2025-08-09,12
403702,control,android,2025-08-09,3
403703,control,ios,2025-08-09,11
403704,treatment,ios,2025-08-09,11
403705,treatment,ios,2025-08-09,6
403706,control,android,2025-08-09,11
403707,control,ios,2025-08-09,13
403708,treatment,android,2025-08-09,3
403709,treatment,android,2025-08-09,14
403710,treatment,android,2025-08-09,13
403711,treatment,android,2025-08-09,6
403712,control,android,2025-08-09,31
403713,treatment,android,2025-08-09,16
403714,control,ios,2025-08-09,10
403715,control,ios,2025-08-09,1
403716,control,android,2025-08-09,12
403717,control,ios,2025-08-09,7
403718,treatment,android,2025-08-09,14
403719,treatment,ios,2025-08-09,14
403720,control,android,2025-08-09,11
403721,control,ios,2025-08-09,10
403722,treatment,android,2025-08-09,3
403723,control,android,2025-08-09,9
403724,control,ios,2025-08-09,15
403725,treatment,android,2025-08-09,17
403726,control,android,2025-08-09,2
403727,control,android,2025-08-09,4
403728,control,android,2025-08-09,9
403729,treatment,android,2025-08-09,9
403730,treatment,ios,2025-08-09,11
403731,treatment,android,2025-08-09,6
403732,treatment,ios,2025-08-09,6
403733,treatment,ios,2025-08-09,19
403734,treatment,ios,2025-08-09,5
403735,control,ios,2025-08-09,6
403736,treatment,android,2025-08-09,17
403737,control,ios,2025-08-09,0
403738,treatment,android,2025-08-09,3
403739,control,ios,2025-08-09,16
403740,control,ios,2025-08-09,3
