user_id,variant,country_tier,pre_period_sessions,exposure_date,active_days_30
524472,control,tier_1,6,2025-08-23,15
524473,treatment,tier_1,5,2025-08-23,16
524474,control,tier_2,6,2025-08-23,15
524475,control,tier_2,5,2025-08-23,15
524476,treatment,tier_3,7,2025-08-23,10
524477,treatment,tier_2,7,2025-08-23,9
524478,treatment,tier_1,9,2025-08-23,19
524479,treatment,tier_1,3,2025-08-23,11
524480,control,tier_1,7,2025-08-23,12
524481,control,tier_2,11,2025-08-23,12
524482,control,tier_1,5,2025-08-23,13
524483,control,tier_1,1,2025-08-23,12
524484,control,tier_1,19,2025-08-23,16
524485,control,tier_1,7,2025-08-23,10
524486,treatment,tier_1,8,2025-08-23,13
524487,control,tier_3,9,2025-08-23,11
524488,treatment,tier_2,7,2025-08-23,6
524489,treatment,tier_1,7,2025-08-23,9
524490,control,tier_1,5,2025-08-23,18
524491,control,tier_2,9,2025-08-23,14
524492,control,tier_3,2,2025-08-23,0
524493,control,tier_3,2,2025-08-23,1
524494,treatment,tier_1,19,2025-08-23,21
524495,control,tier_3,11,2025-08-23,12
524496,treatment,tier_1,5,2025-08-23,8
524497,treatment,tier_1,10,2025-08-23,14
524498,control,tier_2,2,2025-08-23,3
524499,treatment,tier_1,4,2025-08-23,20
524500,treatment,tier_2,5,2025-08-23,20
524501,treatment,tier_2,4,2025-08-23,11
524502,treatment,tier_1,7,2025-08-23,12
524503,control,tier_1,12,2025-08-23,10
524504,treatment,tier_3,0,2025-08-23,16
524505,treatment,tier_1,10,2025-08-23,5
524506,control,tier_2,10,2025-08-23,7
524507,treatment,tier_1,5,2025-08-23,8
524508,treatment,tier_2,3,2025-08-23,9
524509,treatment,tier_3,20,2025-08-23,17
524510,treatment,tier_3,11,2025-08-23,28
524511,treatment,tier_3,7,2025-08-23,19
524512,treatment,tier_2,5,2025-08-23,9
524513,control,tier_1,5,2025-08-23,2
524514,treatment,tier_3,14,2025-08-23,17
524515,control,tier_3,14,2025-08-23,4
524516,treatment,tier_2,7,2025-08-23,18
524517,control,tier_2,6,2025-08-23,11
524518,treatment,tier_2,10,2025-08-23,14
524519,control,tier_1,9,2025-08-23,7
524520,treatment,tier_3,12,2025-08-23,14
524521,treatment,tier_1,8,2025-08-23,10
524522,treatment,tier_1,4,2025-08-23,5
524523,treatment,tier_2,26,2025-08-23,20
524524,holdout,tier_1,10,2025-08-23,12
524525,treatment,tier_1,13,2025-08-23,15
524526,treatment,tier_2,8,2025-08-23,16
524527,control,tier_2,6,2025-08-23,6
524528,control,tier_1,8,2025-08-23,11
524529,treatment,tier_1,6,2025-08-23,19
524530,control,tier_3,10,2025-08-23,12
524531,control,tier_3,8,2025-08-23,7
524532,control,tier_3,9,2025-08-23,16
524533,control,tier_2,9,2025-08-23,15
524534,treatment,tier_2,4,2025-08-23,7
524535,treatment,tier_2,2,2025-08-23,7
524536,control,tier_2,6,2025-08-23,12
524537,control,tier_2,5,2025-08-23,14
524538,treatment,tier_1,7,2025-08-23,18
524539,control,tier_2,6,2025-08-23,9
524540,treatment,tier_2,14,2025-08-23,13
524541,treatment,tier_1,1,2025-08-23,9
524542,control,tier_3,16,2025-08-23,16
524543,treatment,tier_1,8,2025-08-23,17
524544,treatment,tier_2,5,2025-08-23,16
524545,control,tier_1,9,2025-08-23,2
524546,treatment,tier_3,21,2025-08-23,21
524547,treatment,tier_3,6,2025-08-23,12
524548,control,tier_1,10,2025-08-23,16
524549,control,tier_1,5,2025-08-23,6
524550,treatment,tier_2,10,2025-08-23,13
524551,control,tier_3,7,2025-08-23,13
524552,treatment,tier_2,11,2025-08-23,5
524553,control,tier_3,8,2025-08-23,17
524554,treatment,tier_1,8,2025-08-23,6
524555,holdout,tier_2,10,2025-08-23,11
524556,control,tier_2,10,2025-08-23,12
524557,treatment,tier_3,14,2025-08-23,18
524558,treatment,tier_2,2,2025-08-23,12
524559,control,tier_2,8,2025-08-23,12
524560,treatment,tier_1,18,2025-08-23,18
524561,treatment,tier_3,6,2025-08-23,18
524562,treatment,tier_2,3,2025-08-23,0
524563,treatment,tier_3,10,2025-08-23,11
524564,treatment,tier_3,20,2025-08-23,14
524565,treatment,tier_3,12,2025-08-23,23
524566,control,tier_2,6,2025-08-23,6
524567,holdout,tier_3,10,2025-08-23,8
524568,treatment,tier_1,3,2025-08-23,8
524569,treatment,tier_1,4,2025-08-23,4
524570,control,tier_2,4,2025-08-23,11
524571,control,tier_2,8,2025-08-23,17
524572,holdout,tier_1,7,2025-08-23,12
524573,treatment,tier_1,5,2025-08-23,11
524574,treatment,tier_1,12,2025-08-23,21
524575,treatment,tier_1,4,2025-08-23,15
524576,control,tier_1,4,2025-08-23,15
524577,treatment,tier_1,18,2025-08-23,19
524578,treatment,tier_2,7,2025-08-23,13
524579,holdout,tier_1,6,2025-08-23,9
524580,treatment,tier_1,17,2025-08-23,20
524581,control,tier_2,5,2025-08-23,13
524582,control,tier_1,17,2025-08-23,11
524583,control,tier_2,15,2025-08-23,24
524584,treatment,tier_3,16,2025-08-23,26
524585,control,tier_2,17,2025-08-23,13
524586,treatment,tier_3,3,2025-08-23,4
524587,treatment,tier_2,13,2025-08-23,15
524588,treatment,tier_3,9,2025-08-23,18
524589,control,tier_2,7,2025-08-23,7
524590,control,tier_1,15,2025-08-23,21
524591,control,tier_1,13,2025-08-23,21
524592,control,tier_2,5,2025-08-23,14
524593,treatment,tier_3,9,2025-08-23,12
524594,treatment,tier_2,20,2025-08-23,14
524595,treatment,tier_3,14,2025-08-23,20
524596,control,tier_2,9,2025-08-23,13
524597,treatment,tier_2,23,2025-08-23,21
524598,treatment,tier_2,3,2025-08-23,14
524599,control,tier_2,13,2025-08-23,2
524600,control,tier_3,14,2025-08-23,8
524601,treatment,tier_2,16,2025-08-23,15
524602,treatment,tier_3,16,2025-08-23,20
524603,control,tier_2,10,2025-08-23,9
524604,treatment,tier_1,11,2025-08-23,8
524605,treatment,tier_3,5,2025-08-23,5
524606,control,tier_2,11,2025-08-23,5
524607,control,tier_3,14,2025-08-23,17
524608,treatment,tier_2,7,2025-08-23,7
524609,control,tier_2,11,2025-08-23,14
524610,treatment,tier_2,8,2025-08-23,26
524611,control,tier_1,19,2025-08-23,15
524612,control,tier_3,9,2025-08-23,15
524613,treatment,tier_2,16,2025-08-23,13
524614,holdout,tier_1,4,2025-08-23,2
524615,treatment,tier_2,12,2025-08-23,15
524616,control,tier_2,12,2025-08-23,11
524617,treatment,tier_2,11,2025-08-23,15
524618,control,tier_1,7,2025-08-23,17
524619,treatment,tier_1,12,2025-08-23,14
524620,treatment,tier_1,5,2025-08-23,12
524621,treatment,tier_3,5,2025-08-23,13
524622,control,tier_3,17,2025-08-23,20
524623,control,tier_2,4,2025-08-23,9
524624,treatment,tier_1,4,2025-08-23,6
524625,control,tier_1,6,2025-08-23,12
524626,treatment,tier_1,3,2025-08-23,20
524627,control,tier_2,14,2025-08-23,12
524628,control,tier_1,10,2025-08-23,13
524629,treatment,tier_1,8,2025-08-23,15
524630,holdout,tier_2,6,2025-08-23,6
524631,treatment,tier_2,7,2025-08-23,9
524632,control,tier_2,12,2025-08-23,14
524633,treatment,tier_3,14,2025-08-23,13
524634,control,tier_1,21,2025-08-23,17
524635,treatment,tier_1,10,2025-08-23,12
524636,control,tier_3,16,2025-08-23,19
524637,treatment,tier_1,2,2025-08-23,6
524638,treatment,tier_1,10,2025-08-23,8
524639,control,tier_2,10,2025-08-23,18
524640,treatment,tier_1,8,2025-08-23,18
524641,treatment,tier_1,10,2025-08-23,13
524642,treatment,tier_2,16,2025-08-23,18
524643,treatment,tier_3,15,2025-08-23,15
524644,control,tier_1,12,2025-08-23,13
524645,holdout,tier_3,6,2025-08-23,5
524646,control,tier_2,9,2025-08-23,9
524647,control,tier_2,6,2025-08-23,0
524648,treatment,tier_2,10,2025-08-23,1
524649,treatment,tier_1,16,2025-08-23,14
524650,treatment,tier_3,6,2025-08-23,16
524651,control,tier_1,5,2025-08-23,11
524652,treatment,tier_3,15,2025-08-23,19
524653,control,tier_2,8,2025-08-23,20
524654,holdout,tier_1,22,2025-08-23,17
524655,holdout,tier_1,11,2025-08-23,14
524656,control,tier_2,15,2025-08-23,12
524657,control,tier_1,16,2025-08-23,9
524658,holdout,tier_1,9,2025-08-23,13
524659,treatment,tier_2,7,2025-08-23,14
524660,control,tier_1,19,2025-08-23,11
524661,control,tier_3,8,2025-08-23,11
524662,holdout,tier_3,7,2025-08-23,10
524663,control,tier_2,12,2025-08-23,9
524664,treatment,tier_2,6,2025-08-23,18
524665,treatment,tier_3,10,2025-08-23,13
524666,treatment,tier_1,11,2025-08-23,17
524667,treatment,tier_3,10,2025-08-23,13
524668,treatment,tier_1,3,2025-08-23,15
524669,holdout,tier_2,7,2025-08-23,13
524670,control,tier_2,8,2025-08-23,9
524671,control,tier_1,9,2025-08-23,11
524672,treatment,tier_1,3,2025-08-23,11
524673,control,tier_1,4,2025-08-23,10
524674,treatment,tier_1,2,2025-08-23,8
524675,control,tier_2,8,2025-08-23,14
524676,treatment,tier_2,13,2025-08-23,11
524677,treatment,tier_1,5,2025-08-23,17
524678,treatment,tier_1,3,2025-08-23,7
524679,control,tier_1,13,2025-08-23,4
524680,treatment,tier_1,9,2025-08-23,4
524681,control,tier_3,6,2025-08-23,11
524682,treatment,tier_3,10,2025-08-23,18
524683,treatment,tier_2,13,2025-08-23,6
524684,treatment,tier_1,6,2025-08-23,14
524685,holdout,tier_2,18,2025-08-23,15
524686,control,tier_3,3,2025-08-23,7
524687,control,tier_2,12,2025-08-23,13
524688,treatment,tier_2,9,2025-08-23,6
524689,treatment,tier_1,12,2025-08-23,21
524690,control,tier_2,10,2025-08-23,15
524691,control,tier_2,12,2025-08-23,10
524692,treatment,tier_1,12,2025-08-23,12
524693,treatment,tier_2,17,2025-08-23,17
524694,treatment,tier_1,7,2025-08-23,13
524695,control,tier_1,20,2025-08-23,24
524696,treatment,tier_3,12,2025-08-23,19
524697,control,tier_3,14,2025-08-23,16
524698,holdout,tier_1,9,2025-08-23,13
524699,treatment,tier_1,11,2025-08-23,12
524700,treatment,tier_3,9,2025-08-23,22
524701,treatment,tier_3,7,2025-08-23,5
524702,treatment,tier_2,9,2025-08-23,15
524703,control,tier_1,12,2025-08-23,15
524704,control,tier_3,11,2025-08-23,14
524705,treatment,tier_1,15,2025-08-23,16
524706,control,tier_2,13,2025-08-23,17
524707,holdout,tier_2,15,2025-08-23,15
524708,treatment,tier_1,10,2025-08-23,9
524709,control,tier_3,13,2025-08-23,13
524710,control,tier_2,12,2025-08-23,12
524711,control,tier_2,19,2025-08-23,7
524712,holdout,tier_3,5,2025-08-23,14
524713,treatment,tier_1,7,2025-08-23,16
524714,treatment,tier_1,7,2025-08-23,29
524715,control,tier_2,2,2025-08-23,12
524716,treatment,tier_3,12,2025-08-23,6
524717,control,tier_3,12,2025-08-23,15
524718,treatment,tier_2,10,2025-08-23,21
524719,treatment,tier_1,12,2025-08-23,5
524720,control,tier_2,1,2025-08-23,2
524721,treatment,tier_2,4,2025-08-23,5
524722,holdout,tier_2,8,2025-08-23,9
524723,control,tier_2,7,2025-08-23,9
524724,control,tier_1,20,2025-08-23,27
524725,control,tier_1,8,2025-08-23,9
524726,treatment,tier_2,20,2025-08-23,17
524727,control,tier_2,3,2025-08-23,0
524728,treatment,tier_2,7,2025-08-23,12
524729,control,tier_1,23,2025-08-23,17
524730,treatment,tier_3,8,2025-08-23,15
524731,control,tier_2,8,2025-08-23,15
524732,holdout,tier_1,6,2025-08-23,8
524733,control,tier_1,12,2025-08-23,10
524734,control,tier_1,7,2025-08-23,13
524735,treatment,tier_2,2,2025-08-23,9
524736,treatment,tier_1,6,2025-08-23,12
524737,treatment,tier_3,9,2025-08-23,9
524738,holdout,tier_3,25,2025-08-23,16
524739,treatment,tier_2,12,2025-08-23,13
524740,treatment,tier_2,4,2025-08-23,14
524741,treatment,tier_2,14,2025-08-23,21
524742,treatment,tier_3,7,2025-08-23,9
524743,treatment,tier_3,7,2025-08-23,9
524744,holdout,tier_1,10,2025-08-23,13
524745,control,tier_3,14,2025-08-23,12
524746,holdout,tier_1,2,2025-08-23,7
524747,control,tier_3,22,2025-08-23,22
524748,treatment,tier_1,15,2025-08-23,7
524749,control,tier_2,5,2025-08-23,11
524750,treatment,tier_1,11,2025-08-23,14
524751,treatment,tier_3,19,2025-08-23,17
524752,holdout,tier_3,7,2025-08-23,10
524753,control,tier_2,14,2025-08-23,12
524754,holdout,tier_2,5,2025-08-23,15
524755,control,tier_2,11,2025-08-23,19
524756,treatment,tier_1,10,2025-08-23,14
524757,treatment,tier_2,18,2025-08-23,16
524758,treatment,tier_2,14,2025-08-23,13
524759,control,tier_3,17,2025-08-23,13
524760,control,tier_2,5,2025-08-23,10
524761,treatment,tier_1,14,2025-08-23,17
524762,control,tier_1,13,2025-08-23,12
524763,treatment,tier_2,13,2025-08-23,17
524764,control,tier_3,24,2025-08-23,12
524765,control,tier_1,4,2025-08-23,13
524766,control,tier_2,15,2025-08-23,13
524767,treatment,tier_1,19,2025-08-23,24
524768,treatment,tier_2,13,2025-08-23,14
524769,control,tier_2,6,2025-08-23,12
524770,holdout,tier_2,7,2025-08-23,9
524771,holdout,tier_1,7,2025-08-23,8
524772,control,tier_3,9,2025-08-23,15
524773,treatment,tier_3,10,2025-08-23,12
524774,control,tier_2,4,2025-08-23,7
524775,control,tier_2,20,2025-08-23,17
524776,control,tier_2,12,2025-08-23,19
524777,treatment,tier_2,13,2025-08-23,15
524778,control,tier_1,14,2025-08-23,14
524779,treatment,tier_3,20,2025-08-23,18
524780,treatment,tier_2,15,2025-08-23,20
524781,treatment,tier_3,15,2025-08-23,20
524782,treatment,tier_3,14,2025-08-23,22
524783,control,tier_2,8,2025-08-23,8
524784,control,tier_2,14,2025-08-23,11
524785,control,tier_1,13,2025-08-23,10
524786,control,tier_1,1,2025-08-23,12
524787,treatment,tier_1,13,2025-08-23,11
524788,treatment,tier_3,8,2025-08-23,19
524789,treatment,tier_1,4,2025-08-23,2
524790,treatment,tier_1,7,2025-08-23,17
524791,control,tier_2,4,2025-08-23,15
524792,treatment,tier_1,4,2025-08-23,9
524793,treatment,tier_1,14,2025-08-23,8
524794,treatment,tier_1,9,2025-08-23,20
524795,control,tier_2,13,2025-08-23,14
524796,treatment,tier_1,5,2025-08-23,18
524797,control,tier_3,11,2025-08-23,16
524798,control,tier_2,9,2025-08-23,18
524799,treatment,tier_2,13,2025-08-23,20
524800,control,tier_1,6,2025-08-23,20
524801,treatment,tier_1,12,2025-08-23,16
524802,control,tier_1,10,2025-08-23,3
524803,control,tier_2,12,2025-08-23,13
524804,control,tier_1,0,2025-08-23,10
524805,treatment,tier_1,6,2025-08-23,14
524806,control,tier_3,7,2025-08-23,6
524807,treatment,tier_1,13,2025-08-23,20
524808,treatment,tier_2,6,2025-08-23,14
524809,control,tier_1,7,2025-08-23,9
524810,treatment,tier_1,12,2025-08-23,13
524811,control,tier_2,11,2025-08-23,16
524812,treatment,tier_2,7,2025-08-23,11
524813,treatment,tier_1,6,2025-08-23,11
524814,control,tier_1,6,2025-08-23,11
524815,control,tier_3,13,2025-08-23,10
524816,treatment,tier_3,13,2025-08-23,29
524817,treatment,tier_3,7,2025-08-23,17
524818,control,tier_2,6,2025-08-23,15
524819,control,tier_2,14,2025-08-23,16
524820,control,tier_3,7,2025-08-23,8
524821,control,tier_2,8,2025-08-23,9
524822,control,tier_2,25,2025-08-23,19
524823,holdout,tier_2,16,2025-08-23,22
524824,treatment,tier_1,6,2025-08-23,11
524825,control,tier_1,14,2025-08-23,14
524826,treatment,tier_2,18,2025-08-23,16
524827,control,tier_2,9,2025-08-23,6
524828,treatment,tier_3,8,2025-08-23,14
524829,treatment,tier_1,5,2025-08-23,16
524830,control,tier_1,18,2025-08-23,15
524831,treatment,tier_2,19,2025-08-23,19
524832,control,tier_2,6,2025-08-23,13
524833,holdout,tier_3,8,2025-08-23,9
524834,control,tier_1,7,2025-08-23,6
524835,control,tier_2,17,2025-08-23,16
524836,treatment,tier_1,1,2025-08-23,12
524837,treatment,tier_1,11,2025-08-23,9
524838,treatment,tier_2,4,2025-08-23,10
524839,treatment,tier_2,6,2025-08-23,8
524840,treatment,tier_2,15,2025-08-23,25
524841,treatment,tier_3,16,2025-08-23,16
524842,treatment,tier_2,4,2025-08-23,15
524843,treatment,tier_1,15,2025-08-23,11
524844,control,tier_3,26,2025-08-23,21
524845,treatment,tier_1,1,2025-08-23,5
524846,control,tier_2,6,2025-08-23,7
524847,treatment,tier_1,10,2025-08-23,13
524848,treatment,tier_2,7,2025-08-23,8
524849,treatment,tier_1,16,2025-08-23,16
524850,treatment,tier_1,7,2025-08-23,5
524851,control,tier_2,2,2025-08-23,8
524852,control,tier_1,8,2025-08-23,7
524853,control,tier_2,8,2025-08-23,6
524854,control,tier_3,5,2025-08-23,9
524855,treatment,tier_1,2,2025-08-23,12
524856,treatment,tier_1,4,2025-08-23,12
524857,holdout,tier_2,5,2025-08-23,11
524858,control,tier_1,27,2025-08-23,21
524859,treatment,tier_2,8,2025-08-23,17
524860,control,tier_1,9,2025-08-23,14
524861,treatment,tier_2,5,2025-08-23,9
524862,treatment,tier_3,16,2025-08-23,24
524863,control,tier_1,7,2025-08-23,14
524864,treatment,tier_2,6,2025-08-23,8
524865,control,tier_1,3,2025-08-23,2
524866,treatment,tier_1,12,2025-08-23,12
524867,control,tier_1,9,2025-08-23,17
524868,control,tier_2,9,2025-08-23,18
524869,treatment,tier_1,5,2025-08-23,12
524870,control,tier_3,8,2025-08-23,8
524871,treatment,tier_2,8,2025-08-23,13
524872,treatment,tier_1,3,2025-08-23,15
524873,treatment,tier_2,4,2025-08-23,15
524874,treatment,tier_1,10,2025-08-23,18
524875,control,tier_1,16,2025-08-23,5
524876,control,tier_1,5,2025-08-23,10
524877,holdout,tier_1,3,2025-08-23,11
524878,holdout,tier_3,15,2025-08-23,12
524879,treatment,tier_3,10,2025-08-23,12
524880,treatment,tier_3,18,2025-08-23,19
524881,control,tier_3,8,2025-08-23,21
524882,control,tier_3,4,2025-08-23,1
524883,control,tier_1,5,2025-08-23,12
524884,treatment,tier_1,11,2025-08-23,15
524885,treatment,tier_2,9,2025-08-23,9
524886,control,tier_1,4,2025-08-23,6
524887,control,tier_3,7,2025-08-23,9
524888,treatment,tier_1,3,2025-08-23,13
524889,treatment,tier_2,8,2025-08-23,13
524890,control,tier_3,23,2025-08-23,18
524891,control,tier_1,21,2025-08-23,20
524892,control,tier_1,13,2025-08-23,13
524893,treatment,tier_2,6,2025-08-23,15
524894,control,tier_1,16,2025-08-23,11
524895,control,tier_3,1,2025-08-23,10
524896,control,tier_2,19,2025-08-23,13
524897,treatment,tier_2,6,2025-08-23,15
524898,control,tier_2,6,2025-08-23,11
524899,control,tier_3,6,2025-08-23,8
524900,control,tier_3,13,2025-08-23,19
524901,control,tier_3,4,2025-08-23,9
524902,treatment,tier_1,10,2025-08-23,15
524903,treatment,tier_1,15,2025-08-23,14
524904,control,tier_2,9,2025-08-23,13
524905,control,tier_1,9,2025-08-23,9
524906,treatment,tier_1,19,2025-08-23,20
524907,treatment,tier_2,9,2025-08-23,24
524908,control,tier_2,5,2025-08-23,8
524909,treatment,tier_3,4,2025-08-23,10
524910,control,tier_3,6,2025-08-23,16
524911,control,tier_1,14,2025-08-23,14
524912,control,tier_1,7,2025-08-23,14
524913,treatment,tier_1,12,2025-08-23,20
524914,treatment,tier_2,8,2025-08-23,0
524915,treatment,tier_1,9,2025-08-23,17
524916,control,tier_1,10,2025-08-23,15
524917,holdout,tier_3,8,2025-08-23,2
524918,control,tier_2,17,2025-08-23,11
524919,control,tier_3,20,2025-08-23,21
524920,treatment,tier_1,16,2025-08-23,14
524921,control,tier_2,16,2025-08-23,5
524922,control,tier_1,11,2025-08-23,20
524923,control,tier_1,13,2025-08-23,11
524924,holdout,tier_3,16,2025-08-23,16
524925,control,tier_1,6,2025-08-23,8
524926,treatment,tier_2,11,2025-08-23,9
524927,treatment,tier_1,18,2025-08-23,15
524928,treatment,tier_2,11,2025-08-23,18
524929,holdout,tier_2,6,2025-08-23,15
524930,treatment,tier_2,7,2025-08-23,11
524931,control,tier_1,6,2025-08-23,8
524932,control,tier_2,8,2025-08-23,11
524933,control,tier_3,4,2025-08-23,9
524934,control,tier_2,12,2025-08-23,21
524935,control,tier_2,15,2025-08-23,8
524936,treatment,tier_1,4,2025-08-23,25
524937,control,tier_3,6,2025-08-23,11
524938,treatment,tier_2,10,2025-08-23,13
524939,treatment,tier_1,14,2025-08-23,19
524940,holdout,tier_2,11,2025-08-23,12
524941,treatment,tier_2,4,2025-08-23,19
524942,control,tier_2,3,2025-08-23,13
524943,control,tier_1,12,2025-08-23,8
524944,control,tier_1,7,2025-08-23,9
524945,treatment,tier_1,15,2025-08-23,19
524946,treatment,tier_1,9,2025-08-23,13
524947,control,tier_2,6,2025-08-23,13
524948,treatment,tier_2,21,2025-08-23,25
524949,control,tier_1,10,2025-08-23,10
524950,treatment,tier_2,14,2025-08-23,19
524951,control,tier_1,7,2025-08-23,4
524952,treatment,tier_2,11,2025-08-23,12
524953,control,tier_2,18,2025-08-23,14
524954,holdout,tier_2,11,2025-08-23,11
524955,holdout,tier_1,10,2025-08-23,13
524956,control,tier_2,7,2025-08-23,3
524957,control,tier_1,16,2025-08-23,11
524958,treatment,tier_2,13,2025-08-23,16
524959,treatment,tier_3,17,2025-08-23,16
524960,treatment,tier_1,10,2025-08-23,12
524961,treatment,tier_2,12,2025-08-23,25
524962,control,tier_1,9,2025-08-23,17
524963,treatment,tier_1,9,2025-08-23,11
524964,control,tier_1,6,2025-08-23,6
524965,treatment,tier_2,6,2025-08-23,8
524966,treatment,tier_2,19,2025-08-23,19
524967,treatment,tier_2,16,2025-08-23,20
524968,treatment,tier_2,19,2025-08-23,17
524969,treatment,tier_2,5,2025-08-23,17
524970,control,tier_1,15,2025-08-23,19
524971,treatment,tier_3,12,2025-08-23,20
524972,treatment,tier_1,5,2025-08-23,14
524973,treatment,tier_1,7,2025-08-23,5
524974,control,tier_2,3,2025-08-23,8
524975,control,tier_1,23,2025-08-23,24
524976,control,tier_2,11,2025-08-23,12
524977,control,tier_1,10,2025-08-23,6
524978,treatment,tier_1,2,2025-08-23,8
524979,control,tier_2,9,2025-08-23,6
524980,treatment,tier_3,4,2025-08-23,5
524981,control,tier_2,12,2025-08-23,5
524982,treatment,tier_3,4,2025-08-23,6
524983,control,tier_1,20,2025-08-23,21
524984,control,tier_3,13,2025-08-23,18
524985,holdout,tier_2,10,2025-08-23,8
524986,treatment,tier_3,5,2025-08-23,18
524987,holdout,tier_1,26,2025-08-23,18
524988,control,tier_1,1,2025-08-23,3
524989,treatment,tier_2,11,2025-08-23,15
524990,treatment,tier_1,20,2025-08-23,16
524991,treatment,tier_2,11,2025-08-23,8
524992,holdout,tier_3,6,2025-08-23,6
524993,treatment,tier_1,17,2025-08-23,19
524994,treatment,tier_2,7,2025-08-23,13
524995,control,tier_2,3,2025-08-23,6
524996,treatment,tier_1,15,2025-08-23,11
524997,control,tier_2,5,2025-08-23,7
524998,control,tier_2,2,2025-08-23,13
524999,treatment,tier_1,11,2025-08-23,13
525000,control,tier_2,18,2025-08-23,11
525001,control,tier_3,13,2025-08-23,15
525002,treatment,tier_1,5,2025-08-23,14
525003,control,tier_1,6,2025-08-23,8
525004,treatment,tier_2,6,2025-08-23,11
525005,treatment,tier_1,8,2025-08-23,17
525006,control,tier_2,13,2025-08-23,5
525007,holdout,tier_1,1,2025-08-23,14
525008,treatment,tier_1,8,2025-08-23,10
525009,control,tier_3,13,2025-08-23,21
525010,holdout,tier_2,2,2025-08-23,9
525011,treatment,tier_2,7,2025-08-23,12
525012,control,tier_3,12,2025-08-23,12
525013,holdout,tier_1,5,2025-08-23,5
525014,treatment,tier_2,10,2025-08-23,18
525015,treatment,tier_2,4,2025-08-23,14
525016,treatment,tier_1,8,2025-08-23,8
525017,treatment,tier_3,6,2025-08-23,14
525018,control,tier_1,9,2025-08-23,6
525019,treatment,tier_2,16,2025-08-23,17
525020,control,tier_1,29,2025-08-23,19
525021,treatment,tier_1,2,2025-08-23,14
525022,control,tier_2,18,2025-08-23,9
525023,control,tier_3,7,2025-08-23,6
525024,treatment,tier_3,15,2025-08-23,18
525025,treatment,tier_1,7,2025-08-23,12
525026,holdout,tier_1,26,2025-08-23,20
525027,treatment,tier_2,4,2025-08-23,13
525028,holdout,tier_2,6,2025-08-23,16
525029,holdout,tier_2,21,2025-08-23,18
525030,control,tier_3,3,2025-08-23,3
525031,control,tier_2,8,2025-08-23,10
525032,control,tier_2,8,2025-08-23,20
525033,control,tier_1,10,2025-08-23,16
525034,holdout,tier_1,21,2025-08-23,17
525035,control,tier_2,6,2025-08-23,1
525036,holdout,tier_2,5,2025-08-23,11
525037,treatment,tier_2,13,2025-08-23,12
525038,holdout,tier_2,19,2025-08-23,17
525039,control,tier_3,9,2025-08-23,19
525040,treatment,tier_3,15,2025-08-23,13
525041,treatment,tier_1,8,2025-08-23,11
525042,control,tier_1,6,2025-08-23,9
525043,treatment,tier_1,5,2025-08-23,13
525044,control,tier_1,10,2025-08-23,9
525045,holdout,tier_2,12,2025-08-23,13
525046,control,tier_2,21,2025-08-23,17
525047,control,tier_1,8,2025-08-23,5
525048,control,tier_1,12,2025-08-23,5
525049,treatment,tier_2,1,2025-08-23,15
525050,treatment,tier_2,4,2025-08-23,11
525051,treatment,tier_1,4,2025-08-23,15
525052,treatment,tier_1,11,2025-08-23,14
525053,treatment,tier_2,14,2025-08-23,14
525054,treatment,tier_1,26,2025-08-23,15
525055,control,tier_2,6,2025-08-23,16
525056,treatment,tier_2,3,2025-08-23,10
525057,control,tier_1,5,2025-08-23,15
525058,treatment,tier_1,16,2025-08-23,13
525059,treatment,tier_1,6,2025-08-23,16
525060,treatment,tier_1,15,2025-08-23,13
525061,control,tier_2,22,2025-08-23,15
525062,control,tier_2,6,2025-08-23,15
525063,control,tier_2,10,2025-08-23,15
525064,treatment,tier_1,13,2025-08-23,12
525065,treatment,tier_2,16,2025-08-23,21
525066,control,tier_2,8,2025-08-23,9
525067,treatment,tier_3,11,2025-08-23,19
525068,treatment,tier_1,11,2025-08-23,20
525069,treatment,tier_3,11,2025-08-23,13
525070,treatment,tier_2,5,2025-08-23,15
525071,treatment,tier_2,14,2025-08-23,9
525072,control,tier_2,16,2025-08-23,15
525073,control,tier_2,8,2025-08-23,9
525074,treatment,tier_2,10,2025-08-23,12
525075,treatment,tier_3,4,2025-08-23,20
525076,treatment,tier_2,7,2025-08-23,9
525077,control,tier_2,2,2025-08-23,17
525078,control,tier_2,7,2025-08-23,10
525079,treatment,tier_1,4,2025-08-23,16
525080,control,tier_3,5,2025-08-23,13
525081,treatment,tier_1,14,2025-08-23,11
525082,holdout,tier_2,22,2025-08-23,15
525083,treatment,tier_3,18,2025-08-23,26
525084,control,tier_2,7,2025-08-23,11
525085,control,tier_2,9,2025-08-23,22
525086,control,tier_1,8,2025-08-23,10
525087,control,tier_3,5,2025-08-23,12
525088,treatment,tier_2,14,2025-08-23,17
525089,treatment,tier_3,6,2025-08-23,16
525090,control,tier_3,16,2025-08-23,16
525091,control,tier_1,5,2025-08-23,14
525092,treatment,tier_2,9,2025-08-23,11
525093,treatment,tier_1,14,2025-08-23,17
525094,control,tier_1,10,2025-08-23,8
525095,control,tier_3,5,2025-08-23,3
525096,control,tier_1,7,2025-08-23,5
525097,control,tier_1,7,2025-08-23,12
525098,treatment,tier_1,6,2025-08-23,11
525099,treatment,tier_1,14,2025-08-23,21
525100,control,tier_3,15,2025-08-23,14
525101,control,tier_1,11,2025-08-23,13
