user_id,variant,user_tenure,country_tier,exposure_date,converted_to_paid
120856,control,tenured,tier_3,2025-07-26,0
120857,control,new,tier_2,2025-07-26,0
120858,control,new,tier_3,2025-07-26,0
120859,control,tenured,tier_1,2025-07-26,0
120860,treatment,tenured,tier_1,2025-07-26,0
120861,treatment,new,tier_2,2025-07-26,0
120862,control,returning,tier_3,2025-07-26,0
120863,treatment,tenured,tier_3,2025-07-26,0
120864,treatment,tenured,tier_1,2025-07-26,1
120865,control,returning,tier_3,2025-07-26,1
120866,control,new,tier_3,2025-07-26,0
120867,treatment,returning,tier_2,2025-07-26,0
120868,treatment,tenured,tier_2,2025-07-26,1
120869,control,new,tier_2,2025-07-26,0
120870,treatment,returning,tier_2,2025-07-26,0
120871,treatment,tenured,tier_3,2025-07-26,1
120872,control,new,tier_2,2025-07-26,0
120873,control,tenured,tier_1,2025-07-26,0
120874,treatment,tenured,tier_2,2025-07-26,0
120875,control,tenured,tier_1,2025-07-26,0
120876,control,returning,tier_1,2025-07-26,0
120877,control,returning,tier_1,2025-07-26,0
120878,treatment,returning,tier_1,2025-07-26,0
120879,control,returning,tier_2,2025-07-26,1
120880,control,returning,tier_1,2025-07-26,0
120881,control,tenured,tier_1,2025-07-26,0
120882,control,new,tier_1,2025-07-26,0
120883,control,returning,tier_2,2025-07-26,0
120884,treatment,new,tier_1,2025-07-26,0
120885,treatment,tenured,tier_3,2025-07-26,0
120886,control,tenured,tier_3,2025-07-26,1
120887,control,new,tier_2,2025-07-26,0
120888,treatment,returning,tier_2,2025-07-26,0
120889,treatment,tenured,tier_3,2025-07-26,0
120890,control,returning,tier_2,2025-07-26,0
120891,treatment,returning,tier_3,2025-07-26,0
120892,treatment,returning,tier_1,2025-07-26,0
120893,treatment,tenured,tier_3,2025-07-26,0
120894,treatment,returning,tier_1,2025-07-26,0
120895,treatment,returning,tier_1,2025-07-26,1
120896,treatment,returning,tier_3,2025-07-26,0
120897,control,tenured,tier_2,2025-07-26,0
120898,control,new,tier_2,2025-07-26,0
120899,treatment,returning,tier_1,2025-07-26,0
120900,control,returning,tier_1,2025-07-26,0
120901,treatment,returning,tier_1,2025-07-26,0
120902,control,tenured,tier_2,2025-07-26,0
120903,treatment,new,tier_3,2025-07-26,1
120904,control,tenured,tier_2,2025-07-26,0
120905,treatment,tenured,tier_2,2025-07-26,0
120906,treatment,tenured,tier_1,2025-07-26,0
120907,treatment,returning,tier_3,2025-07-26,0
120908,control,new,tier_3,2025-07-26,0
120909,control,tenured,tier_1,2025-07-26,0
120910,treatment,returning,tier_1,2025-07-26,0
120911,treatment,returning,tier_2,2025-07-26,0
120912,treatment,tenured,tier_1,2025-07-26,0
120913,control,returning,tier_1,2025-07-26,0
120914,control,returning,tier_3,2025-07-26,1
120915,treatment,returning,tier_2,2025-07-26,0
120916,control,tenured,tier_2,2025-07-26,0
120917,treatment,returning,tier_1,2025-07-26,0
120918,control,tenured,tier_2,2025-07-26,0
120919,control,returning,tier_1,2025-07-26,0
120920,control,returning,tier_3,2025-07-26,0
120921,treatment,new,tier_1,2025-07-26,0
120922,control,tenured,tier_1,2025-07-26,0
120923,treatment,new,tier_2,2025-07-26,0
120924,treatment,returning,tier_1,2025-07-26,0
120925,treatment,returning,tier_3,2025-07-26,0
120926,control,returning,tier_1,2025-07-26,0
120927,treatment,tenured,tier_3,2025-07-26,0
120928,control,returning,tier_2,2025-07-26,0
120929,control,returning,tier_1,2025-07-26,0
120930,control,tenured,tier_1,2025-07-26,1
120931,treatment,returning,tier_2,2025-07-26,1
120932,treatment,returning,tier_3,2025-07-26,1
120933,control,tenured,tier_1,2025-07-26,1
120934,treatment,new,tier_2,2025-07-26,0
120935,treatment,tenured,tier_1,2025-07-26,0
120936,treatment,tenured,tier_3,2025-07-26,0
120937,control,new,tier_1,2025-07-26,0
120938,control,returning,tier_2,2025-07-26,0
120939,treatment,new,tier_1,2025-07-26,0
120940,treatment,tenured,tier_1,2025-07-26,0
120941,control,returning,tier_2,2025-07-26,1
120942,treatment,tenured,tier_1,2025-07-26,0
120943,control,tenured,tier_1,2025-07-26,0
120944,treatment,tenured,tier_1,2025-07-26,0
120945,treatment,returning,tier_2,2025-07-26,0
120946,treatment,new,tier_2,2025-07-26,0
120947,control,returning,tier_3,2025-07-26,0
120948,control,tenured,tier_2,2025-07-26,0
120949,treatment,returning,tier_2,2025-07-26,0
120950,control,new,tier_3,2025-07-26,1
120951,control,new,tier_3,2025-07-26,0
120952,treatment,tenured,tier_1,2025-07-26,0
120953,treatment,new,tier_1,2025-07-26,0
120954,treatment,returning,tier_2,2025-07-26,0
120955,control,returning,tier_1,2025-07-26,0
120956,control,returning,tier_3,2025-07-26,0
120957,treatment,tenured,tier_1,2025-07-26,0
120958,treatment,tenured,tier_2,2025-07-26,0
120959,treatment,tenured,tier_1,2025-07-26,0
120960,treatment,tenured,tier_2,2025-07-26,0
120961,treatment,new,tier_3,2025-07-26,1
120962,treatment,new,tier_3,2025-07-26,0
120963,control,returning,tier_2,2025-07-26,0
120964,treatment,tenured,tier_1,2025-07-26,1
120965,control,tenured,tier_3,2025-07-26,1
120966,treatment,returning,tier_3,2025-07-26,0
120967,control,tenured,tier_3,2025-07-26,0
120968,control,new,tier_1,2025-07-26,0
120969,treatment,returning,tier_2,2025-07-26,0
120970,control,new,tier_2,2025-07-26,0
120971,treatment,tenured,tier_3,2025-07-26,0
120972,control,new,tier_2,2025-07-26,0
120973,control,returning,tier_2,2025-07-26,0
120974,control,new,tier_1,2025-07-26,0
120975,control,tenured,tier_2,2025-07-26,1
120976,control,new,tier_3,2025-07-26,0
120977,control,new,tier_3,2025-07-26,0
120978,control,tenured,tier_2,2025-07-26,0
120979,control,new,tier_3,2025-07-26,0
120980,control,tenured,tier_3,2025-07-26,0
120981,treatment,tenured,tier_2,2025-07-26,1
120982,control,new,tier_3,2025-07-26,1
120983,treatment,new,tier_1,2025-07-26,0
120984,control,new,tier_2,2025-07-26,1
120985,control,returning,tier_1,2025-07-26,0
120986,treatment,new,tier_1,2025-07-26,0
120987,control,tenured,tier_3,2025-07-26,1
120988,control,returning,tier_3,2025-07-26,0
120989,treatment,new,tier_3,2025-07-26,0
120990,control,tenured,tier_2,2025-07-26,0
120991,treatment,tenured,tier_1,2025-07-26,0
120992,control,tenured,tier_1,2025-07-26,1
120993,control,tenured,tier_2,2025-07-26,0
120994,treatment,tenured,tier_3,2025-07-26,0
120995,control,tenured,tier_3,2025-07-26,0
120996,control,tenured,tier_3,2025-07-26,0
120997,control,tenured,tier_1,2025-07-26,1
120998,treatment,tenured,tier_2,2025-07-26,1
120999,control,tenured,tier_3,2025-07-26,0
121000,control,tenured,tier_1,2025-07-26,0
121001,treatment,tenured,tier_1,2025-07-26,0
121002,treatment,tenured,tier_3,2025-07-26,1
121003,control,returning,tier_3,2025-07-26,1
121004,control,tenured,tier_3,2025-07-26,0
121005,control,returning,tier_1,2025-07-26,0
121006,treatment,new,tier_1,2025-07-26,0
121007,treatment,new,tier_2,2025-07-26,0
121008,control,returning,tier_3,2025-07-26,0
121009,treatment,returning,tier_1,2025-07-26,0
121010,control,tenured,tier_1,2025-07-26,0
121011,control,new,tier_1,2025-07-26,0
121012,treatment,returning,tier_2,2025-07-26,0
121013,control,tenured,tier_3,2025-07-26,0
121014,control,new,tier_1,2025-07-26,0
121015,treatment,tenured,tier_1,2025-07-26,0
121016,treatment,returning,tier_2,2025-07-26,1
121017,control,returning,tier_2,2025-07-26,1
121018,control,returning,tier_2,2025-07-26,0
121019,treatment,tenured,tier_2,2025-07-26,0
121020,control,returning,tier_3,2025-07-26,0
121021,control,tenured,tier_1,2025-07-26,1
121022,control,returning,tier_2,2025-07-26,0
121023,treatment,new,tier_3,2025-07-26,0
121024,treatment,returning,tier_2,2025-07-26,0
121025,control,tenured,tier_2,2025-07-26,1
121026,control,tenured,tier_3,2025-07-26,0
121027,control,tenured,tier_2,2025-07-26,0
121028,treatment,tenured,tier_3,2025-07-26,0
121029,control,returning,tier_1,2025-07-26,0
121030,treatment,tenured,tier_1,2025-07-26,1
121031,control,new,tier_1,2025-07-26,0
121032,treatment,tenured,tier_1,2025-07-26,0
121033,control,tenured,tier_2,2025-07-26,0
121034,treatment,new,tier_2,2025-07-26,0
121035,treatment,returning,tier_2,2025-07-26,0
121036,control,returning,tier_3,2025-07-26,0
121037,control,new,tier_3,2025-07-26,0
121038,treatment,tenured,tier_2,2025-07-26,0
121039,treatment,tenured,tier_2,2025-07-26,0
121040,control,returning,tier_2,2025-07-26,0
121041,treatment,new,tier_1,2025-07-26,1
121042,control,tenured,tier_3,2025-07-26,0
121043,control,returning,tier_1,2025-07-26,0
121044,control,new,tier_1,2025-07-26,0
121045,control,returning,tier_3,2025-07-26,1
121046,treatment,returning,tier_1,2025-07-26,0
121047,treatment,new,tier_2,2025-07-26,0
121048,control,returning,tier_3,2025-07-26,0
121049,treatment,returning,tier_1,2025-07-26,0
121050,treatment,returning,tier_3,2025-07-26,1
121051,control,returning,tier_1,2025-07-26,0
121052,treatment,returning,tier_1,2025-07-26,0
121053,control,returning,tier_2,2025-07-26,0
121054,control,returning,tier_3,2025-07-26,0
121055,treatment,returning,tier_2,2025-07-26,0
121056,control,new,tier_2,2025-07-26,0
121057,treatment,returning,tier_1,2025-07-26,0
121058,control,returning,tier_2,2025-07-26,0
121059,control,tenured,tier_2,2025-07-26,0
121060,treatment,returning,tier_1,2025-07-26,0
121061,control,returning,tier_3,2025-07-26,0
121062,control,new,tier_2,2025-07-26,0
121063,treatment,returning,tier_1,2025-07-26,0
121064,treatment,tenured,tier_1,2025-07-26,0
121065,treatment,new,tier_1,2025-07-26,0
121066,control,new,tier_3,2025-07-26,0
121067,treatment,returning,tier_2,2025-07-26,1
121068,treatment,tenured,tier_3,2025-07-26,1
121069,control,new,tier_2,2025-07-26,0
121070,treatment,tenured,tier_3,2025-07-26,0
121071,treatment,returning,tier_1,2025-07-26,0
121072,control,new,tier_3,2025-07-26,0
121073,treatment,tenured,tier_3,2025-07-26,0
121074,control,tenured,tier_2,2025-07-26,0
121075,treatment,tenured,tier_2,2025-07-26,0
121076,treatment,tenured,tier_3,2025-07-26,0
121077,control,returning,tier_3,2025-07-26,0
121078,treatment,returning,tier_2,2025-07-26,1
121079,control,tenured,tier_3,2025-07-26,0
121080,control,tenured,tier_3,2025-07-26,0
121081,treatment,tenured,tier_1,2025-07-26,1
121082,control,new,tier_3,2025-07-26,0
121083,treatment,returning,tier_3,2025-07-26,0
121084,control,tenured,tier_3,2025-07-26,0
121085,treatment,new,tier_2,2025-07-26,0
121086,control,returning,tier_3,2025-07-26,0
121087,treatment,returning,tier_2,2025-07-26,0
121088,control,tenured,tier_2,2025-07-26,0
121089,control,returning,tier_1,2025-07-26,0
121090,treatment,returning,tier_3,2025-07-26,0
121091,treatment,returning,tier_2,2025-07-26,0
121092,treatment,new,tier_1,2025-07-26,0
121093,control,returning,tier_2,2025-07-26,0
121094,control,returning,tier_1,2025-07-26,0
121095,treatment,returning,tier_2,2025-07-26,0
121096,treatment,tenured,tier_1,2025-07-26,0
121097,control,tenured,tier_1,2025-07-26,0
121098,treatment,tenured,tier_1,2025-07-26,0
121099,control,tenured,tier_2,2025-07-26,0
121100,control,new,tier_2,2025-07-26,0
121101,treatment,returning,tier_3,2025-07-26,0
121102,treatment,new,tier_2,2025-07-26,0
121103,treatment,new,tier_1,2025-07-26,0
121104,control,returning,tier_1,2025-07-26,0
121105,control,returning,tier_2,2025-07-26,0
121106,control,returning,tier_1,2025-07-26,0
121107,treatment,tenured,tier_3,2025-07-26,0
121108,treatment,tenured,tier_1,2025-07-26,1
121109,treatment,tenured,tier_1,2025-07-26,0
121110,treatment,tenured,tier_2,2025-07-26,0
121111,treatment,returning,tier_1,2025-07-26,0
121112,treatment,returning,tier_2,2025-07-26,0
121113,treatment,new,tier_1,2025-07-26,0
121114,control,returning,tier_1,2025-07-26,0
121115,control,tenured,tier_1,2025-07-26,0
121116,control,tenured,tier_1,2025-07-26,0
121117,treatment,returning,tier_3,2025-07-26,0
121118,control,tenured,tier_1,2025-07-26,0
121119,control,returning,tier_1,2025-07-26,0
121120,control,tenured,tier_2,2025-07-26,0
121121,treatment,new,tier_2,2025-07-26,0
121122,control,tenured,tier_2,2025-07-26,0
121123,treatment,returning,tier_1,2025-07-26,0
121124,control,new,tier_1,2025-07-26,0
121125,treatment,new,tier_2,2025-07-26,0
121126,control,returning,tier_1,2025-07-26,0
121127,treatment,tenured,tier_1,2025-07-26,0
121128,treatment,tenured,tier_3,2025-07-26,0
121129,control,returning,tier_3,2025-07-26,0
121130,control,returning,tier_3,2025-07-26,0
121131,control,new,tier_3,2025-07-26,0
121132,treatment,returning,tier_2,2025-07-26,0
121133,treatment,new,tier_2,2025-07-26,0
121134,treatment,tenured,tier_3,2025-07-26,1
121135,treatment,tenured,tier_3,2025-07-26,0
121136,control,new,tier_3,2025-07-26,0
121137,treatment,returning,tier_2,2025-07-26,0
121138,control,new,tier_3,2025-07-26,0
121139,treatment,tenured,tier_3,2025-07-26,0
121140,treatment,tenured,tier_2,2025-07-26,0
121141,control,tenured,tier_2,2025-07-26,0
121142,control,new,tier_1,2025-07-26,0
121143,control,new,tier_1,2025-07-26,1
121144,treatment,returning,tier_1,2025-07-26,0
121145,treatment,returning,tier_2,2025-07-26,0
121146,treatment,new,tier_3,2025-07-26,0
121147,control,new,tier_3,2025-07-26,0
121148,control,new,tier_1,2025-07-26,0
121149,treatment,returning,tier_2,2025-07-26,0
121150,treatment,new,tier_3,2025-07-26,0
121151,control,new,tier_1,2025-07-26,0
121152,treatment,new,tier_2,2025-07-26,0
121153,control,new,tier_2,2025-07-26,0
121154,control,returning,tier_3,2025-07-26,0
121155,treatment,returning,tier_1,2025-07-26,0
121156,treatment,new,tier_3,2025-07-26,0
121157,treatment,returning,tier_2,2025-07-26,0
121158,treatment,tenured,tier_3,2025-07-26,0
121159,treatment,returning,tier_1,2025-07-26,0
121160,treatment,tenured,tier_2,2025-07-26,1
121161,control,new,tier_3,2025-07-26,1
121162,control,returning,tier_1,2025-07-26,0
121163,treatment,new,tier_3,2025-07-26,0
121164,control,returning,tier_1,2025-07-26,0
121165,treatment,new,tier_3,2025-07-26,0
121166,control,tenured,tier_3,2025-07-26,0
121167,treatment,new,tier_1,2025-07-26,0
121168,control,tenured,tier_3,2025-07-26,0
121169,control,tenured,tier_2,2025-07-26,1
121170,treatment,returning,tier_1,2025-07-26,0
121171,treatment,returning,tier_3,2025-07-26,0
121172,control,tenured,tier_3,2025-07-26,0
121173,treatment,new,tier_2,2025-07-26,0
121174,control,new,tier_2,2025-07-26,0
121175,treatment,tenured,tier_2,2025-07-26,0
121176,control,new,tier_1,2025-07-26,0
121177,control,tenured,tier_2,2025-07-26,1
121178,treatment,returning,tier_1,2025-07-26,0
121179,treatment,returning,tier_2,2025-07-26,0
121180,treatment,returning,tier_1,2025-07-26,0
121181,control,tenured,tier_1,2025-07-26,0
121182,control,returning,tier_1,2025-07-26,0
121183,treatment,returning,tier_1,2025-07-26,0
121184,treatment,tenured,tier_2,2025-07-26,0
121185,control,tenured,tier_3,2025-07-26,0
121186,control,tenured,tier_1,2025-07-26,0
121187,control,returning,tier_3,2025-07-26,0
121188,treatment,returning,tier_1,2025-07-26,0
121189,control,tenured,tier_2,2025-07-26,0
121190,treatment,tenured,tier_1,2025-07-26,1
121191,control,tenured,tier_2,2025-07-26,0
121192,treatment,new,tier_3,2025-07-26,0
121193,treatment,new,tier_2,2025-07-26,0
121194,treatment,new,tier_1,2025-07-26,0
121195,treatment,new,tier_2,2025-07-26,0
121196,treatment,new,tier_3,2025-07-26,0
121197,treatment,tenured,tier_2,2025-07-26,0
121198,treatment,tenured,tier_2,2025-07-26,0
121199,treatment,tenured,tier_2,2025-07-26,0
121200,control,new,tier_2,2025-07-26,0
121201,control,new,tier_1,2025-07-26,0
121202,control,tenured,tier_1,2025-07-26,0
121203,treatment,returning,tier_2,2025-07-26,0
121204,control,new,tier_3,2025-07-26,0
121205,treatment,tenured,tier_3,2025-07-26,0
121206,treatment,returning,tier_1,2025-07-26,0
121207,treatment,returning,tier_2,2025-07-26,0
121208,control,new,tier_1,2025-07-26,0
121209,control,returning,tier_1,2025-07-26,0
121210,control,new,tier_2,2025-07-26,0
121211,control,tenured,tier_2,2025-07-26,0
121212,treatment,tenured,tier_3,2025-07-26,0
121213,treatment,new,tier_1,2025-07-26,0
121214,treatment,new,tier_1,2025-07-26,0
121215,treatment,returning,tier_2,2025-07-26,1
121216,control,tenured,tier_2,2025-07-26,1
121217,control,new,tier_3,2025-07-26,0
121218,treatment,returning,tier_2,2025-07-26,0
121219,control,tenured,tier_3,2025-07-26,1
121220,control,tenured,tier_2,2025-07-26,0
121221,treatment,new,tier_3,2025-07-26,0
121222,treatment,returning,tier_2,2025-07-26,0
121223,control,new,tier_2,2025-07-26,0
121224,treatment,new,tier_3,2025-07-26,0
121225,control,new,tier_3,2025-07-26,0
121226,treatment,tenured,tier_3,2025-07-26,0
121227,treatment,returning,tier_2,2025-07-26,0
121228,treatment,returning,tier_1,2025-07-26,0
121229,treatment,tenured,tier_3,2025-07-26,1
121230,treatment,tenured,tier_1,2025-07-26,0
121231,control,new,tier_2,2025-07-26,0
121232,control,returning,tier_1,2025-07-26,1
121233,treatment,tenured,tier_2,2025-07-26,0
121234,control,returning,tier_2,2025-07-26,0
121235,control,new,tier_3,2025-07-26,0
121236,control,tenured,tier_3,2025-07-26,0
121237,control,returning,tier_1,2025-07-26,0
121238,control,returning,tier_2,2025-07-26,0
121239,treatment,returning,tier_3,2025-07-26,0
121240,control,tenured,tier_3,2025-07-26,0
121241,treatment,returning,tier_2,2025-07-26,0
121242,treatment,new,tier_3,2025-07-26,0
121243,control,tenured,tier_2,2025-07-26,0
121244,treatment,new,tier_2,2025-07-26,0
121245,treatment,new,tier_1,2025-07-26,0
121246,control,returning,tier_2,2025-07-26,0
121247,control,tenured,tier_1,2025-07-26,0
121248,control,returning,tier_1,2025-07-26,0
121249,control,new,tier_3,2025-07-26,0
121250,treatment,tenured,tier_1,2025-07-26,0
121251,control,returning,tier_2,2025-07-26,0
121252,treatment,new,tier_2,2025-07-26,0
121253,treatment,tenured,tier_1,2025-07-26,1
121254,control,returning,tier_1,2025-07-26,0
121255,control,tenured,tier_1,2025-07-26,0
121256,treatment,tenured,tier_3,2025-07-26,0
121257,control,tenured,tier_1,2025-07-26,0
121258,control,new,tier_1,2025-07-26,1
121259,control,tenured,tier_3,2025-07-26,1
121260,treatment,tenured,tier_1,2025-07-26,0
121261,control,tenured,tier_1,2025-07-26,0
121262,control,returning,tier_2,2025-07-26,0
121263,treatment,returning,tier_3,2025-07-26,0
121264,treatment,returning,tier_3,2025-07-26,0
121265,treatment,new,tier_3,2025-07-26,1
121266,control,tenured,tier_2,2025-07-26,0
121267,treatment,new,tier_2,2025-07-26,0
121268,treatment,tenured,tier_3,2025-07-26,0
121269,treatment,new,tier_1,2025-07-26,0
121270,control,tenured,tier_2,2025-07-26,0
121271,treatment,returning,tier_3,2025-07-26,0
121272,control,tenured,tier_1,2025-07-26,0
121273,treatment,returning,tier_2,2025-07-26,0
121274,treatment,returning,tier_1,2025-07-26,0
121275,treatment,new,tier_1,2025-07-26,0
121276,treatment,new,tier_3,2025-07-26,0
121277,control,returning,tier_1,2025-07-26,0
121278,control,new,tier_3,2025-07-26,0
121279,control,new,tier_1,2025-07-26,0
121280,control,returning,tier_3,2025-07-26,0
121281,control,returning,tier_1,2025-07-26,0
121282,control,new,tier_2,2025-07-26,0
121283,control,tenured,tier_1,2025-07-26,0
121284,control,new,tier_2,2025-07-26,0
121285,treatment,tenured,tier_2,2025-07-26,0
121286,control,returning,tier_1,2025-07-26,0
121287,treatment,tenured,tier_3,2025-07-26,0
121288,treatment,tenured,tier_1,2025-07-26,0
121289,treatment,new,tier_1,2025-07-26,0
121290,control,tenured,tier_2,2025-07-26,0
121291,control,returning,tier_2,2025-07-26,0
121292,control,returning,tier_1,2025-07-26,1
121293,control,returning,tier_1,2025-07-26,0
121294,control,new,tier_2,2025-07-26,1
121295,treatment,tenured,tier_3,2025-07-26,0
121296,control,returning,tier_2,2025-07-26,0
121297,treatment,new,tier_1,2025-07-26,0
121298,control,new,tier_2,2025-07-26,0
121299,control,tenured,tier_3,2025-07-26,0
121300,control,returning,tier_2,2025-07-26,0
121301,treatment,tenured,tier_3,2025-07-26,0
121302,treatment,returning,tier_3,2025-07-26,1
121303,control,tenured,tier_1,2025-07-26,0
121304,control,tenured,tier_1,2025-07-26,0
121305,treatment,tenured,tier_2,2025-07-26,0
121306,treatment,returning,tier_2,2025-07-26,0
121307,control,returning,tier_3,2025-07-26,0
121308,treatment,new,tier_3,2025-07-26,0
121309,treatment,returning,tier_2,2025-07-26,0
121310,control,tenured,tier_2,2025-07-26,0
121311,control,new,tier_2,2025-07-26,0
121312,treatment,tenured,tier_3,2025-07-26,0
121313,treatment,returning,tier_1,2025-07-26,0
121314,treatment,new,tier_3,2025-07-26,1
121315,treatment,tenured,tier_2,2025-07-26,1
121316,treatment,returning,tier_1,2025-07-26,0
121317,treatment,new,tier_3,2025-07-26,0
121318,treatment,returning,tier_3,2025-07-26,0
121319,treatment,returning,tier_1,2025-07-26,0
121320,treatment,returning,tier_1,2025-07-26,0
121321,control,returning,tier_1,2025-07-26,0
121322,treatment,tenured,tier_3,2025-07-26,0
121323,treatment,tenured,tier_2,2025-07-26,1
121324,treatment,tenured,tier_2,2025-07-26,0
121325,control,tenured,tier_1,2025-07-26,0
121326,treatment,tenured,tier_2,2025-07-26,0
121327,treatment,returning,tier_2,2025-07-26,0
121328,control,returning,tier_3,2025-07-26,0
121329,treatment,returning,tier_1,2025-07-26,0
121330,control,returning,tier_2,2025-07-26,0
121331,treatment,new,tier_3,2025-07-26,0
121332,control,returning,tier_1,2025-07-26,0
121333,control,tenured,tier_3,2025-07-26,0
121334,control,tenured,tier_3,2025-07-26,0
121335,control,new,tier_2,2025-07-26,0
121336,control,tenured,tier_2,2025-07-26,1
121337,control,returning,tier_1,2025-07-26,0
121338,control,returning,tier_1,2025-07-26,0
121339,control,returning,tier_2,2025-07-26,0
121340,treatment,tenured,tier_3,2025-07-26,0
121341,treatment,new,tier_2,2025-07-26,0
121342,control,returning,tier_1,2025-07-26,0
121343,control,returning,tier_2,2025-07-26,0
121344,control,tenured,tier_1,2025-07-26,0
121345,control,tenured,tier_3,2025-07-26,1
121346,treatment,returning,tier_1,2025-07-26,1
121347,control,tenured,tier_1,2025-07-26,0
121348,treatment,new,tier_1,2025-07-26,0
121349,treatment,new,tier_2,2025-07-26,0
121350,treatment,returning,tier_3,2025-07-26,1
121351,treatment,returning,tier_1,2025-07-26,0
121352,control,new,tier_3,2025-07-26,0
121353,treatment,returning,tier_2,2025-07-26,0
121354,treatment,returning,tier_1,2025-07-26,0
121355,control,returning,tier_2,2025-07-26,0
121356,treatment,returning,tier_3,2025-07-26,0
121357,control,returning,tier_3,2025-07-26,0
121358,treatment,new,tier_1,2025-07-26,0
121359,control,tenured,tier_2,2025-07-26,1
121360,treatment,new,tier_2,2025-07-26,0
121361,control,new,tier_1,2025-07-26,0
121362,control,returning,tier_3,2025-07-26,0
121363,treatment,returning,tier_3,2025-07-26,0
121364,control,new,tier_2,2025-07-26,0
121365,treatment,tenured,tier_3,2025-07-26,0
121366,control,returning,tier_2,2025-07-26,0
121367,treatment,tenured,tier_1,2025-07-26,0
121368,treatment,tenured,tier_1,2025-07-26,0
121369,treatment,returning,tier_1,2025-07-26,0
121370,treatment,tenured,tier_2,2025-07-26,0
121371,control,tenured,tier_3,2025-07-26,0
121372,control,tenured,tier_2,2025-07-26,0
121373,treatment,returning,tier_1,2025-07-26,0
121374,control,returning,tier_1,2025-07-26,0
121375,treatment,returning,tier_2,2025-07-26,0
121376,control,new,tier_1,2025-07-26,0
121377,control,tenured,tier_1,2025-07-26,0
121378,treatment,tenured,tier_2,2025-07-26,0
121379,treatment,returning,tier_1,2025-07-26,0
121380,treatment,new,tier_2,2025-07-26,0
121381,treatment,tenured,tier_2,2025-07-26,0
121382,treatment,new,tier_2,2025-07-26,0
121383,control,tenured,tier_1,2025-07-26,0
121384,control,returning,tier_2,2025-07-26,0
121385,control,returning,tier_3,2025-07-26,0
121386,control,returning,tier_1,2025-07-26,0
121387,treatment,returning,tier_2,2025-07-26,0
121388,treatment,new,tier_1,2025-07-26,0
121389,control,returning,tier_3,2025-07-26,0
121390,treatment,tenured,tier_2,2025-07-26,0
121391,treatment,returning,tier_2,2025-07-26,0
121392,treatment,new,tier_2,2025-07-26,0
121393,control,returning,tier_3,2025-07-26,1
121394,control,tenured,tier_1,2025-07-26,0
121395,control,new,tier_1,2025-07-26,0
121396,control,tenured,tier_3,2025-07-26,0
121397,control,tenured,tier_1,2025-07-26,0
121398,control,returning,tier_1,2025-07-26,0
121399,control,returning,tier_2,2025-07-26,0
121400,control,tenured,tier_3,2025-07-26,1
121401,control,tenured,tier_1,2025-07-26,0
121402,treatment,tenured,tier_2,2025-07-26,0
121403,treatment,tenured,tier_1,2025-07-26,0
121404,control,returning,tier_3,2025-07-26,0
121405,treatment,tenured,tier_2,2025-07-26,0
121406,treatment,tenured,tier_1,2025-07-26,0
121407,control,new,tier_1,2025-07-26,0
121408,treatment,new,tier_3,2025-07-26,0
121409,treatment,returning,tier_3,2025-07-26,0
121410,control,tenured,tier_2,2025-07-26,0
121411,control,tenured,tier_3,2025-07-26,0
121412,control,returning,tier_3,2025-07-26,0
121413,control,tenured,tier_1,2025-07-26,0
121414,control,tenured,tier_1,2025-07-26,1
121415,treatment,returning,tier_3,2025-07-26,0
121416,control,returning,tier_1,2025-07-26,0
121417,treatment,new,tier_1,2025-07-26,0
121418,control,new,tier_2,2025-07-26,0
121419,treatment,tenured,tier_3,2025-07-26,1
121420,treatment,new,tier_2,2025-07-26,0
121421,treatment,returning,tier_1,2025-07-26,0
121422,treatment,new,tier_3,2025-07-26,0
121423,control,tenured,tier_3,2025-07-26,1
121424,treatment,new,tier_2,2025-07-26,0
121425,control,returning,tier_3,2025-07-26,0
121426,treatment,returning,tier_1,2025-07-26,1
121427,treatment,returning,tier_2,2025-07-26,0
121428,control,returning,tier_1,2025-07-26,0
121429,treatment,new,tier_1,2025-07-26,0
121430,control,returning,tier_3,2025-07-26,0
121431,treatment,tenured,tier_2,2025-07-26,1
121432,control,tenured,tier_1,2025-07-26,0
121433,treatment,returning,tier_2,2025-07-26,0
121434,treatment,returning,tier_2,2025-07-26,1
121435,treatment,tenured,tier_3,2025-07-26,0
121436,control,returning,tier_2,2025-07-26,0
121437,control,new,tier_3,2025-07-26,0
121438,treatment,new,tier_3,2025-07-26,0
121439,treatment,new,tier_1,2025-07-26,0
121440,treatment,tenured,tier_3,2025-07-26,1
121441,control,new,tier_2,2025-07-26,0
121442,control,tenured,tier_1,2025-07-26,0
121443,control,returning,tier_1,2025-07-26,0
121444,treatment,new,tier_1,2025-07-26,0
121445,control,returning,tier_2,2025-07-26,0
121446,treatment,tenured,tier_2,2025-07-26,1
121447,treatment,returning,tier_2,2025-07-26,1
121448,treatment,new,tier_1,2025-07-26,0
121449,control,returning,tier_1,2025-07-26,0
121450,control,returning,tier_2,2025-07-26,0
121451,treatment,tenured,tier_2,2025-07-26,0
121452,treatment,returning,tier_1,2025-07-26,0
121453,control,returning,tier_1,2025-07-26,0
121454,treatment,returning,tier_1,2025-07-26,0
121455,treatment,returning,tier_1,2025-07-26,0
121456,control,new,tier_2,2025-07-26,1
121457,control,tenured,tier_2,2025-07-26,1
121458,treatment,tenured,tier_1,2025-07-26,0
121459,control,returning,tier_3,2025-07-26,0
